Listing ID,Bedrooms,Bathrooms,Lot Size,House Size,Property Type,Price,Country,Source
120089421511,3,3,,"2,131.27 sq ft",House," 148,000",Nicaragua,realtor.com
120089421491,3,3,,"2,131.27 sq ft",House," 50,000",Nicaragua,realtor.com
120089421485,3,3,,"2,131.27 sq ft",Land," 48,300",Nicaragua,realtor.com
120089359282,3,3,,"2,131.27 sq ft",House," 175,000",Nicaragua,realtor.com
120089359266,3,2,"3,931.65 sq ft",,House," 95,000",Nicaragua,realtor.com
120089297971,3,2,"3,931.65 sq ft",,Land," 471,900",Nicaragua,realtor.com
120089252556,3,2,"3,931.65 sq ft",,House," 215,000",Nicaragua,realtor.com
120089117997,3,2,"3,931.65 sq ft",,Apartment," 350,000",Nicaragua,realtor.com
120089058138,3,2,"3,931.65 sq ft",,House," 400,000",Nicaragua,realtor.com
120088973923,3,2,"3,931.65 sq ft",,House," 250,000",Nicaragua,realtor.com
120088973917,3,2,"3,931.65 sq ft",,House," 299,500",Nicaragua,realtor.com
120088962869,3,2,"3,931.65 sq ft",,House," 190,000",Nicaragua,realtor.com
120088878402,3,2,"3,931.65 sq ft",,Industrial/Warehouse," 481,500",Nicaragua,realtor.com
120088878392,3,2,"3,931.65 sq ft",,House," 173,000",Nicaragua,realtor.com
120088852998,3,2,"3,931.65 sq ft",,House," 595,000",Nicaragua,realtor.com
120088852995,3,2,"3,931.65 sq ft",,House," 75,000",Nicaragua,realtor.com
120088799579,3,2,"3,931.65 sq ft",,House," 119,000",Nicaragua,realtor.com
120088771591,3,2,"3,931.65 sq ft",,House," 1,199,000",Nicaragua,realtor.com
120088615379,3,2,"3,931.65 sq ft",,Commercial," 93,000",Nicaragua,realtor.com
120088591718,3,2,"3,931.65 sq ft",,House," 75,000",Nicaragua,realtor.com
120088515753,3,2,"3,931.65 sq ft",,House," 260,000",Nicaragua,realtor.com
120088439083,3,2,"3,931.65 sq ft",,House," 590,000",Nicaragua,realtor.com
120088423222,3,2,"3,931.65 sq ft",,House," 140,000",Nicaragua,realtor.com
120088397022,3,2,"3,931.65 sq ft",,Apartment," 230,000",Nicaragua,realtor.com
120088397017,3,2,"3,931.65 sq ft",,Commercial," 180,000",Nicaragua,realtor.com
120088397015,3,2,"3,931.65 sq ft",,Commercial," 325,000",Nicaragua,realtor.com
120088397014,3,2,"3,931.65 sq ft",,House," 237,000",Nicaragua,realtor.com
120088397011,3,2,"3,931.65 sq ft",,House," 119,400",Nicaragua,realtor.com
120088322849,3,2,"3,931.65 sq ft",,House," 495,000",Nicaragua,realtor.com
120088137721,3,3,,"3,229.20 sq ft",House," 329,000",Nicaragua,realtor.com
120088058603,3,3,,"3,229.20 sq ft",House," 290,000",Nicaragua,realtor.com
110087967448,3,3,,"3,229.20 sq ft",House," 125,000",Nicaragua,realtor.com
120087929440,3,3,,"3,229.20 sq ft",House," 215,000",Nicaragua,realtor.com
120087929432,3,3,,"3,229.20 sq ft",House," 475,000",Nicaragua,realtor.com
120087906407,3,3,,"3,229.20 sq ft",House," 220,000",Nicaragua,realtor.com
120087832040,3,3,,"3,229.20 sq ft",House," 265,000",Nicaragua,realtor.com
120087832024,3,3,,"3,229.20 sq ft",Land," 98,000",Nicaragua,realtor.com
120087825981,3,3,,"3,229.20 sq ft",House," 155,000",Nicaragua,realtor.com
120087693694,3,3,,"3,229.20 sq ft",House," 499,000",Nicaragua,realtor.com
120087658013,3,3,,"3,229.20 sq ft",Apartment, 250,Nicaragua,realtor.com
120087654957,3,3,,"3,229.20 sq ft",House," 260,000",Nicaragua,realtor.com
120087385994,3,3,,"3,229.20 sq ft",House," 49,000",Nicaragua,realtor.com
120087385971,3,3,,"3,229.20 sq ft",House," 97,000",Nicaragua,realtor.com
120087305507,3,3,,"3,229.20 sq ft",House," 580,000",Nicaragua,realtor.com
120087183246,3,3,,"3,229.20 sq ft",Apartment," 119,000",Nicaragua,realtor.com
120087167892,3,3,,"3,229.20 sq ft",Land," 59,000",Nicaragua,realtor.com
120087144088,3,3,,"3,229.20 sq ft",Land," 69,000",Nicaragua,realtor.com
120087101183,3,3,,"3,229.20 sq ft",House," 495,000",Nicaragua,realtor.com
120087086386,3,3,,"3,229.20 sq ft",House," 169,000",Nicaragua,realtor.com
120087086380,3,3,,"3,229.20 sq ft",Apartment," 375,000",Nicaragua,realtor.com
120086910879,3,3,,"3,229.20 sq ft",House," 205,000",Nicaragua,realtor.com
120086890419,3,3,,"3,229.20 sq ft",House," 171,500",Nicaragua,realtor.com
120086836815,3,3,,"3,229.20 sq ft",House," 280,000",Nicaragua,realtor.com
120086828436,3,3,,"3,229.20 sq ft",Commercial," 3,000,000",Nicaragua,realtor.com
120086701980,34,36,,"33,605.21 sq ft",Commercial," 2,450,000",Nicaragua,realtor.com
120086534009,34,36,,"33,605.21 sq ft",House," 415,590",Nicaragua,realtor.com
120086533999,34,36,,"33,605.21 sq ft",House," 231,000",Nicaragua,realtor.com
120086533975,34,36,,"33,605.21 sq ft",Industrial/Warehouse," 90,000",Nicaragua,realtor.com
120086446097,34,36,,"33,605.21 sq ft",House," 135,000",Nicaragua,realtor.com
120086381525,34,36,,"33,605.21 sq ft",Land," 185,850",Nicaragua,realtor.com
120086372989,34,36,,"33,605.21 sq ft",House," 600,000",Nicaragua,realtor.com
120086357903,34,36,,"33,605.21 sq ft",Land," 16,000",Nicaragua,realtor.com
120086311257,34,36,,"33,605.21 sq ft",House," 165,000",Nicaragua,realtor.com
120086237384,34,36,,"33,605.21 sq ft",House," 145,000",Nicaragua,realtor.com
120086237386,34,36,,"33,605.21 sq ft",House," 214,000",Nicaragua,realtor.com
120086222222,34,36,,"33,605.21 sq ft",House," 79,500",Nicaragua,realtor.com
120086199184,34,36,,"33,605.21 sq ft",House," 250,000",Nicaragua,realtor.com
120086185055,34,36,,"33,605.21 sq ft",Land," 192,960",Nicaragua,realtor.com
120086185049,34,36,,"33,605.21 sq ft",Land," 28,000",Nicaragua,realtor.com
120086156538,34,36,,"33,605.21 sq ft",Land," 90,000",Nicaragua,realtor.com
120086156528,34,36,,"33,605.21 sq ft",House," 680,000",Nicaragua,realtor.com
120086081266,34,36,,"33,605.21 sq ft",House," 420,000",Nicaragua,realtor.com
120086045764,34,36,,"33,605.21 sq ft",House," 300,000",Nicaragua,realtor.com
120086039339,34,36,,"33,605.21 sq ft",House," 140,000",Nicaragua,realtor.com
120085811435,34,36,,"33,605.21 sq ft",House," 358,600",Nicaragua,realtor.com
120085811434,34,36,,"33,605.21 sq ft",Land," 1,800,000",Nicaragua,realtor.com
120085786914,34,36,,"33,605.21 sq ft",Commercial," 350,000",Nicaragua,realtor.com
120085786551,34,36,,"33,605.21 sq ft",House," 260,000",Nicaragua,realtor.com
120085728925,34,36,,"33,605.21 sq ft",House," 250,000",Nicaragua,realtor.com
120085703999,3,2,,"1,162.51 sq ft",House," 130,000",Nicaragua,realtor.com
120085703995,3,2,,"1,162.51 sq ft",House," 276,200",Nicaragua,realtor.com
