Listing ID,Bedrooms,Bathrooms,Lot Size,House Size,Property Type,Price,Country,Source
l_135990424,2 Beds,2 Baths,,"('2,136.96 Sqft', ' sqft')",Residential,"309,000  53.7",Mexico,point2homes
l_158851921,3 Beds,3 Baths,,"('971.55 Sqft', ' sqft')",Residential,"749,000 ",Mexico,point2homes
l_154756073,1 Bed,1 Bath,,"('484.38 Sqft', ' sqft')",Condominium,"263,720 ",Mexico,point2homes
l_156162850,,,0.371 ac Lot Size,,Lots and Land,"1,000,000 ",Mexico,point2homes
l_158774806,1 Bed,1 Bath,,"('603 Sqft', ' sqft')",Condominium,"211,555 ",Mexico,point2homes
l_114764979,3 Beds,3 Baths,,"('2,906 Sqft', ' sqft')",Residential,"364,108 ",Mexico,point2homes
l_142442492,1 Bed,1 Bath,,"('354.13 Sqft', ' sqft')",Residential,"121,680 ",Mexico,point2homes
l_154353868,1 Bed,1 Bath,,"('705.04 Sqft', ' sqft')",Residential,"152,846.244518 ",Mexico,point2homes
l_111965379,2 Beds,2 Baths,,"('1,071 Sqft', ' sqft')",Condominium,"308,000 ",Mexico,point2homes
l_145479903,1 Bed,1 Bath,,"('430.56 Sqft', ' sqft')",Residential,"75,000 ",Mexico,point2homes
l_154308949,1 Bed,2 Baths,,"('747.23 Sqft', ' sqft')",Residential,"227,308.489011 ",Mexico,point2homes
l_143028182,1 Bed,1 Bath,,"('538.2 Sqft', ' sqft')",Residential,"113,000 ",Mexico,point2homes
l_125089223,2 Beds,1 Bath,,"('1,059.59 Sqft', ' sqft')",Condominium,"424,926.29 ",Mexico,point2homes
l_156281091,4 Beds,5 Baths,,"('2,664.82 Sqft', ' sqft')",Residential,"760,000 ",Mexico,point2homes
l_156109950,2 Beds,2 Baths,,"('1,337.95 Sqft', ' sqft')",Condominium,"466,312 ",Mexico,point2homes
l_158347758,3 Beds,,,"('2,271.19 Sqft', ' sqft')",Residential,"783,500 ",Mexico,point2homes
l_143026198,1 Bed,1 Bath,,"('473.61 Sqft', ' sqft')",Residential,"175,000 ",Mexico,point2homes
l_158180754,2 Beds,2 Baths,,"('1,353 Sqft', ' sqft')",Condominium,"799,000 ",Mexico,point2homes
l_142581363,1 Bed,1 Bath,,"('430.56 Sqft', ' sqft')",Residential,"250,000 ",Mexico,point2homes
l_159554937,1 Bed,1 Bath,,"('721.18 Sqft', ' sqft')",Residential,"3,840,750 ",Mexico,point2homes
l_159377853,1 Bed,1 Bath,,"('798.14 Sqft', ' sqft')",Residential,"272,000 ",Mexico,point2homes
l_157293274,3 Beds,4 Baths,0.108 ac Lot Size,"('2,443.41 Sqft', ' sqft')",Residential,"617,000 ",Mexico,point2homes
l_159296284,2 Beds,2 Baths,0.025 ac Lot Size,"('1,367.88 Sqft', ' sqft')",Residential,"279,000 ",Mexico,point2homes
l_154308939,1 Bed,1 Bath,,"('435.94 Sqft', ' sqft')",Residential,"80,360.545716 ",Mexico,point2homes
l_145781193,3 Beds,1 Bath,,"('1,599.95 Sqft', ' sqft')",Residential,"789,000  101",Mexico,point2homes
l_160802663,2 Beds,2 Baths,,"('1,344.3 Sqft', ' sqft')",Condominium,"723,040 ",Mexico,point2homes
l_153694623,1 Bed,1 Bath,,"('609.24 Sqft', ' sqft')",Condominium,"211,987.64 ",Mexico,point2homes
l_160617413,1 Bed,1 Bath,,"('843.89 Sqft', ' sqft')",Condominium,"143,910.67 ",Mexico,point2homes
l_154087685,5 Beds,4 Baths,,"('4,499.31 Sqft', ' sqft')",Residential,"1,550,000 ",Mexico,point2homes
l_152764753,1 Bed,2 Baths,,"('979 Sqft', ' sqft')",Condominium,"230,000  174",Mexico,point2homes
l_158117619,2 Beds,2 Baths,,"('1,008.47 Sqft', ' sqft')",Residential,"349,000 ",Mexico,point2homes
l_153443402,1 Bed,1 Bath,,"('445.84 Sqft', ' sqft')",Condominium,"142,873.94 ",Mexico,point2homes
l_157222450,3 Beds,4 Baths,,"('1,980.56 Sqft', ' sqft')",Residential,"347,000 ",Mexico,point2homes
l_158162592,2 Beds,2 Baths,0.032 ac Lot Size,"('1,108.28 Sqft', ' sqft')",Condominium,"523,786 ",Mexico,point2homes
l_154405159,1 Bed,1 Bath,,"('893.4 Sqft', ' sqft')",Residential,"226,837.599850 ",Mexico,point2homes
l_158801055,1 Bed,1 Bath,,"('484 Sqft', ' sqft')",Condominium,"279,000 ",Mexico,point2homes
l_158466246,1 Bed,1 Bath,,"('621.51 Sqft', ' sqft')",Residential,"279,000 ",Mexico,point2homes
l_154308960,1 Bed,1 Bath,,"('564.03 Sqft', ' sqft')",Residential,"175,659.888148 ",Mexico,point2homes
l_147648070,3 Beds,3 Baths,,"('1,541.18 Sqft', ' sqft')",Residential,"19,790.298415 ",Mexico,point2homes
l_161124170,1 Bed,1 Bath,,"('860.8 Sqft', ' sqft')",Condominium,"549,000 ",Mexico,point2homes
l_159083076,2 Beds,2 Baths,0.13 ac Lot Size,"('1,850 Sqft', ' sqft')",Residential,"230,000 ",Mexico,point2homes
l_133819568,2 Beds,2 Baths,,"('861.11 Sqft', ' sqft')",Residential,"308,000 ",Mexico,point2homes
l_154299714,4 Beds,4 Baths,,"('2,540.28 Sqft', ' sqft')",Residential,"1,339,545.868877 ",Mexico,point2homes
l_116226663,4 Beds,4 Baths,0.008 ac Lot Size,"('3,875.01 Sqft', ' sqft')",Residential,"881,000 ",Mexico,point2homes
l_159464656,4 Beds,3 Baths,,"('2,313 Sqft', ' sqft')",Residential,"1,200,000 ",Mexico,point2homes
l_142678319,2 Beds,2 Baths,,"('1,462 Sqft', ' sqft')",Residential,"545,000 ",Mexico,point2homes
l_152709540,2 Beds,2 Baths,,"('952 Sqft', ' sqft')",Residential,"416,000 ",Mexico,point2homes
l_160650054,2 Beds,2 Baths,,,Residential,"159,000 ",Mexico,point2homes
l_160761480,3 Beds,5 Baths,,"('4,037 Sqft', ' sqft')",Residential,"1,100,000  18.9",Mexico,point2homes
l_142117687,3 Beds,3 Baths,,"('1,420.84 Sqft', ' sqft')",Residential,"211,999 ",Mexico,point2homes
l_153969468,1 Bed,1 Bath,,"('290.63 Sqft', ' sqft')",Residential,"89,500 ",Mexico,point2homes
l_146639646,3 Beds,3 Baths,,"('1,750 Sqft', ' sqft')",Condominium,"775,000 ",Mexico,point2homes
l_157540628,3 Beds,3 Baths,,,Residential,"649,000 ",Mexico,point2homes
l_151832272,2 Beds,2 Baths,,"('1,400 Sqft', ' sqft')",Condominium,"249,000 ",Mexico,point2homes
l_156906304,2 Beds,2 Baths,,"('925.59 Sqft', ' sqft')",Condominium,"377,828.431294 ",Mexico,point2homes
l_143979143,,1 Bath,,"('430.56 Sqft', ' sqft')",Condominium,"140,000 ",Mexico,point2homes
l_153289977,3 Beds,2 Baths,0.047 ac Lot Size,"('1,980.56 Sqft', ' sqft')",Residential,"649,000 ",Mexico,point2homes
l_154353748,2 Beds,2 Baths,,"('1,442.36 Sqft', ' sqft')",Residential,"209,185.010850 ",Mexico,point2homes
l_134656285,1 Bed,1 Bath,,"('1,216.32 Sqft', ' sqft')",Condominium,"214,949 ",Mexico,point2homes
l_153877511,1 Bed,1 Bath,,"('484.38 Sqft', ' sqft')",Residential,"185,909.580027 ",Mexico,point2homes
l_152698182,3 Beds,2 Baths,0.033 ac Lot Size,"('1,442.36 Sqft', ' sqft')",Condominium,"330,000 ",Mexico,point2homes
l_124815665,2 Beds,2 Baths,,"('919.99 Sqft', ' sqft')",Residential,"273,000 ",Mexico,point2homes
l_124653254,2 Beds,2 Baths,,"('1,538 Sqft', ' sqft')",Residential,"299,000 ",Mexico,point2homes
l_136605963,2 Beds,1 Bath,,"('785.77 Sqft', ' sqft')",Condominium,"351,450  87.4",Mexico,point2homes
l_105405602,2 Beds,2 Baths,,"('1,856.92 Sqft', ' sqft')",Condominium,"667,255 ",Mexico,point2homes
l_153655473,2 Beds,2 Baths,,"('763.05 Sqft', ' sqft')",Condominium,"223,818.365967 ",Mexico,point2homes
l_136706908,1 Bed,1 Bath,,"('646.48 Sqft', ' sqft')",Residential,"150,000 ",Mexico,point2homes
l_156162844,,,0.371 ac Lot Size,,Lots and Land,"1,000,000 ",Mexico,point2homes
l_152775123,3 Beds,4 Baths,,"('1,743.75 Sqft', ' sqft')",Residential,"349,000 ",Mexico,point2homes
l_161124057,,,0.109 ac Lot Size,,Residential,"375,000 ",Mexico,point2homes
l_131913996,1 Bed,1 Bath,,"('753.47 Sqft', ' sqft')",Residential,"272,000 ",Mexico,point2homes
l_155792217,4 Beds,4 Baths,0.049 ac Lot Size,"('4,036.47 Sqft', ' sqft')",Residential,"699,000 ",Mexico,point2homes
l_134277059,3 Beds,3 Baths,,"('2,620 Sqft', ' sqft')",Residential,"750,000 ",Mexico,point2homes
l_158302149,3 Beds,2 Baths,0.073 ac Lot Size,"('2,167.92 Sqft', ' sqft')",Residential,"670,000 ",Mexico,point2homes
l_154299682,3 Beds,3 Baths,,"('1,108.68 Sqft', ' sqft')",Residential,"149,931.857208 ",Mexico,point2homes
l_158295568,4 Beds,4 Baths,,"('2,852.44 Sqft', ' sqft')",Residential,"432,433 ",Mexico,point2homes
l_152285323,3 Beds,3 Baths,,"('2,820 Sqft', ' sqft')",Residential,"1,133,000 ",Mexico,point2homes
l_152769829,3 Beds,3 Baths,,"('3,306 Sqft', ' sqft')",Residential,"605,000 ",Mexico,point2homes
l_152819618,3 Beds,3 Baths,,"('1,636 Sqft', ' sqft')",Condominium,"855,000 ",Mexico,point2homes
l_159377836,3 Beds,2 Baths,,"('3,046.19 Sqft', ' sqft')",Condominium,"750,000 ",Mexico,point2homes
l_157812552,6 Beds,4 Baths,,"('6,904 Sqft', ' sqft')",Residential,"1,700,000 ",Mexico,point2homes
l_157303606,1 Bed,1 Bath,,"('484.91 Sqft', ' sqft')",Condominium,"153,468 ",Mexico,point2homes
l_148542136,1 Bed,1 Bath,,"('592.02 Sqft', ' sqft')",Residential,"179,000 ",Mexico,point2homes
l_154209681,,1 Bath,,"('337.99 Sqft', ' sqft')",Residential,"115,633 ",Mexico,point2homes
l_143024978,2 Beds,2 Baths,,"('1,323.96 Sqft', ' sqft')",Residential,"224,000 ",Mexico,point2homes
l_157942421,2 Beds,2 Baths,,"('1,032 Sqft', ' sqft')",Condominium,"432,900 ",Mexico,point2homes
l_134099746,3 Beds,3 Baths,0.067 ac Lot Size,"('2,797 Sqft', ' sqft')",Residential,"988,000 ",Mexico,point2homes
l_154832791,,,,,Residential,"525,000 ",Mexico,point2homes
l_159326511,3 Beds,1 Bath,,,Residential,"279,000 ",Mexico,point2homes
l_117859877,3 Beds,3 Baths,,,Residential,"360,000 ",Mexico,point2homes
l_142119754,1 Bed,1 Bath,,"('742 Sqft', ' sqft')",Residential,"198,500 ",Mexico,point2homes
l_158298858,3 Beds,3 Baths,,"('2,335.77 Sqft', ' sqft')",Condominium,"1,097,073.378687 ",Mexico,point2homes
l_140081531,1 Bed,1 Bath,,"('595.24 Sqft', ' sqft')",Residential,"88,000 ",Mexico,point2homes
l_129113453,2 Beds,2 Baths,,,Residential,"345,000 ",Mexico,point2homes
l_154028297,2 Beds,2 Baths,,"('904.17 Sqft', ' sqft')",Residential,"169,899.720192 ",Mexico,point2homes
l_156835563,3 Beds,3 Baths,,"('1,852 Sqft', ' sqft')",Condominium,"729,000  106",Mexico,point2homes
l_158297247,3 Beds,3 Baths,0.059 ac Lot Size,"('2,045.14 Sqft', ' sqft')",Residential,"515,000 ",Mexico,point2homes
l_154411163,2 Beds,2 Baths,,"('1,162.5 Sqft', ' sqft')",Residential,"209,741.894251 ",Mexico,point2homes
l_144472322,1 Bed,1 Bath,,"('535 Sqft', ' sqft')",Residential,"149,900 ",Mexico,point2homes
l_160761537,2 Beds,2 Baths,,"('1,108.68 Sqft', ' sqft')",Condominium,"312,000 ",Mexico,point2homes
l_161310211,,,0.244 ac Lot Size,"('10,650 Sqft', ' sqft')",Lots and Land,"1,147,000 ",Mexico,point2homes
l_144563239,3 Beds,3 Baths,,"('2,185.07 Sqft', ' sqft')",Residential,"758,933 ",Mexico,point2homes
l_154411727,1 Bed,1 Bath,,"('893 Sqft', ' sqft')",Residential,"95,000 ",Mexico,point2homes
l_160865351,3 Beds,3 Baths,,"('2,345 Sqft', ' sqft')",Residential,"1,438,500 ",Mexico,point2homes
l_154354169,4 Beds,4 Baths,,"('8,642.34 Sqft', ' sqft')",Residential,"3,898,040.064045 ",Mexico,point2homes
l_158722775,2 Beds,3 Baths,,"('124 Sqft', ' sqft')",Condominium,"355,000 ",Mexico,point2homes
l_158850670,4 Beds,3 Baths,0.04 ac Lot Size,"('3,918 Sqft', ' sqft')",Residential,"380,000 ",Mexico,point2homes
l_159709958,1 Bed,2 Baths,,"('1,571.53 Sqft', ' sqft')",Condominium,"368,483  291",Mexico,point2homes
l_160653365,2 Beds,2 Baths,,"('1,442.36 Sqft', ' sqft')",Residential,"690,000 ",Mexico,point2homes
l_160651624,,,,,Lots and Land,"112,000 ",Mexico,point2homes
l_142119454,2 Beds,2 Baths,,"('1,388.54 Sqft', ' sqft')",Residential,"310,159  125",Mexico,point2homes
l_152775481,3 Beds,5 Baths,,"('2,566 Sqft', ' sqft')",Residential,"389,000 ",Mexico,point2homes
l_141339506,4 Beds,4 Baths,,"('2,600 Sqft', ' sqft')",Residential,"449,900 ",Mexico,point2homes
l_159905013,,,,,Residential,"350,000 ",Mexico,point2homes
l_157537608,3 Beds,3 Baths,0.07 ac Lot Size,"('3,067.71 Sqft', ' sqft')",Condominium,"689,000 ",Mexico,point2homes
l_158290009,2 Beds,2 Baths,,,Condominium,"275,000 ",Mexico,point2homes
l_152618155,1 Bed,1 Bath,,"('473.61 Sqft', ' sqft')",Residential,"158,000 ",Mexico,point2homes
l_155410654,3 Beds,2 Baths,,"('132 Sqft', ' sqft')",Condominium,"399,000 ",Mexico,point2homes
l_153876363,3 Beds,2 Baths,,"('1,453.13 Sqft', ' sqft')",Residential,"190,704.113902 ",Mexico,point2homes
l_124813155,2 Beds,2 Baths,,"('924 Sqft', ' sqft')",Residential,"263,000 ",Mexico,point2homes
l_159464629,1 Bed,1 Bath,,"('475.66 Sqft', ' sqft')",Condominium,"159,519.793390 ",Mexico,point2homes
l_142119749,1 Bed,1 Bath,,"('582 Sqft', ' sqft')",Condominium,"155,921.542592 ",Mexico,point2homes
l_152767827,2 Beds,2 Baths,,,Condominium,"250,000  30",Mexico,point2homes
l_154788837,2 Beds,2 Baths,,"('1,624 Sqft', ' sqft')",Residential,"459,900 ",Mexico,point2homes
l_105168366,3 Beds,3 Baths,0.099 ac Lot Size,"('2,009 Sqft', ' sqft')",Residential,"915,000 ",Mexico,point2homes
l_151899284,2 Beds,2 Baths,0.226 ac Lot Size,"('1,900 Sqft', ' sqft')",Residential,"219,900 ",Mexico,point2homes
l_161196404,2 Beds,2 Baths,,"('1,827 Sqft', ' sqft')",Residential,"460,000 ",Mexico,point2homes
l_158286611,4 Beds,4 Baths,,"('5,812 Sqft', ' sqft')",Residential,"2,518,733.579844 ",Mexico,point2homes
l_160260868,4 Beds,3 Baths,,"('4,443.88 Sqft', ' sqft')",Residential,"999,000 ",Mexico,point2homes
l_153876390,2 Beds,2 Baths,,"('1,076.39 Sqft', ' sqft')",Residential,"362,498 ",Mexico,point2homes
l_142119274,1 Bed,1 Bath,,"('484.38 Sqft', ' sqft')",Condominium,"125,000  201",Mexico,point2homes
l_132344978,2 Beds,2 Baths,,"('1,516 Sqft', ' sqft')",Residential,"169,000 ",Mexico,point2homes
l_140722743,1 Bed,1 Bath,0.494 ac Lot Size,"('600 Sqft', ' sqft')",Residential,"239,000 ",Mexico,point2homes
l_154415803,3 Beds,3 Baths,,"('2,400.35 Sqft', ' sqft')",Residential,"810,051.274907 ",Mexico,point2homes
l_140764339,1 Bed,1 Bath,,"('473.62 Sqft', ' sqft')",Residential,"128,000 ",Mexico,point2homes
l_118440394,2 Beds,2 Baths,,"('1,506 Sqft', ' sqft')",Residential,"585,000 ",Mexico,point2homes
l_125133761,2 Beds,2 Baths,,"('1,264.7 Sqft', ' sqft')",Residential,"289,000 ",Mexico,point2homes
l_144308037,3 Beds,4 Baths,,"('1,905.21 Sqft', ' sqft')",Condominium,"399,000 ",Mexico,point2homes
l_158162582,2 Beds,2 Baths,0.031 ac Lot Size,"('1,043.72 Sqft', ' sqft')",Condominium,"536,140 ",Mexico,point2homes
l_149247863,2 Beds,3 Baths,,"('2,178.15 Sqft', ' sqft')",Condominium,"410,780 ",Mexico,point2homes
l_154029515,3 Beds,3 Baths,,"('3,369.1 Sqft', ' sqft')",Residential,"1,725,384.388324 ",Mexico,point2homes
l_158162579,2 Beds,2 Baths,0.035 ac Lot Size,"('1,108.28 Sqft', ' sqft')",Condominium,"541,367 ",Mexico,point2homes
l_156787266,2 Beds,2 Baths,,"('1,248.61 Sqft', ' sqft')",Condominium,"295,000 ",Mexico,point2homes
l_159911098,1 Bed,1 Bath,28 ac Lot Size,"('388 Sqft', ' sqft')",Residential,"199,000 ",Mexico,point2homes
l_122836482,3 Beds,3 Baths,,"('3,798 Sqft', ' sqft')",Condominium,"1,490,000 ",Mexico,point2homes
l_157791215,2 Beds,2 Baths,,"('1,500 Sqft', ' sqft')",Residential,"399,000 ",Mexico,point2homes
l_122766827,3 Beds,3 Baths,,"('2,337 Sqft', ' sqft')",Residential,"329,000 ",Mexico,point2homes
l_157222750,3 Beds,3 Baths,0.076 ac Lot Size,"('3,229.17 Sqft', ' sqft')",Residential,"407,790.215236 ",Mexico,point2homes
l_157294191,,,,"('1,722.23 Sqft', ' sqft')",Residential,"66,823 ",Mexico,point2homes
l_157618066,2 Beds,2 Baths,,"('1,072.84 Sqft', ' sqft')",Condominium,"296,900 ",Mexico,point2homes
l_149186770,3 Beds,2 Baths,,"('1,208 Sqft', ' sqft')",Residential,"140,927.500854 ",Mexico,point2homes
l_144308371,3 Beds,4 Baths,,"('3,638.2 Sqft', ' sqft')",Residential,"390,158  6.5",Mexico,point2homes
l_156515468,5 Beds,6 Baths,,"('7,855 Sqft', ' sqft')",Residential,"1,900,000 ",Mexico,point2homes
l_160080771,2 Beds,1 Bath,,"('65 Sqft', ' sqft')",Residential,"185,000 ",Mexico,point2homes
l_156968567,3 Beds,3 Baths,0.069 ac Lot Size,"('2,533.12 Sqft', ' sqft')",Condominium,"1,199,000 ",Mexico,point2homes
l_143908871,3 Beds,3 Baths,0.093 ac Lot Size,"('2,820.14 Sqft', ' sqft')",Residential,"475,000 ",Mexico,point2homes
l_158293014,3 Beds,3 Baths,,"('1,636 Sqft', ' sqft')",Residential,"855,000  188",Mexico,point2homes
l_152710152,1 Bed,1 Bath,,"('825.95 Sqft', ' sqft')",Condominium,"400,000  74",Mexico,point2homes
l_140511025,3 Beds,3 Baths,,"('59,728.94 Sqft', ' sqft')",Residential,"935,000 ",Mexico,point2homes
l_161122954,1 Bed,1 Bath,,"('800.51 Sqft', ' sqft')",Residential,"226,000 ",Mexico,point2homes
l_136547943,1 Bed,1 Bath,,"('538.52 Sqft', ' sqft')",Residential,"227,222 ",Mexico,point2homes
l_135380642,1 Bed,1 Bath,,"('643 Sqft', ' sqft')",Condominium,"383,000 ",Mexico,point2homes
l_131000867,3 Beds,3 Baths,,"('3,759.86 Sqft', ' sqft')",Residential,"399,000  61",Mexico,point2homes
l_136321476,3 Beds,3 Baths,,"('2,831 Sqft', ' sqft')",Residential,"1,382,492 ",Mexico,point2homes
l_157540798,3 Beds,3 Baths,,"('2,794.87 Sqft', ' sqft')",Residential,"400,000 ",Mexico,point2homes
l_158225944,2 Beds,2 Baths,0.052 ac Lot Size,"('2,260 Sqft', ' sqft')",Residential,"399,000 ",Mexico,point2homes
l_154404984,1 Bed,1 Bath,,"('562 Sqft', ' sqft')",Condominium,"222,000 ",Mexico,point2homes
l_157286159,2 Beds,2 Baths,,"('1,001.04 Sqft', ' sqft')",Condominium,"435,000 ",Mexico,point2homes
l_153390896,3 Beds,3 Baths,,"('6,727 Sqft', ' sqft')",Residential,"749,000 ",Mexico,point2homes
l_155915214,2 Beds,2 Baths,0.016 ac Lot Size,"('1,313.2 Sqft', ' sqft')",Residential,"99,000 ",Mexico,point2homes
l_153853262,1 Bed,1 Bath,,"('365.97 Sqft', ' sqft')",Residential,"65,000 ",Mexico,point2homes
l_156777076,1 Bed,1 Bath,,"('519 Sqft', ' sqft')",Condominium,"259,000 ",Mexico,point2homes
l_153801275,4 Beds,4 Baths,0.029 ac Lot Size,"('2,152.78 Sqft', ' sqft')",Residential,"441,767  7",Mexico,point2homes
l_159896262,,,0.082 ac Lot Size,,Lots and Land,"63,068  15.7",Mexico,point2homes
l_157657809,3 Beds,2 Baths,,"('1,501.03 Sqft', ' sqft')",Condominium,"399,900 ",Mexico,point2homes
l_151832204,2 Beds,2 Baths,,,Condominium,"199,000 ",Mexico,point2homes
l_154078837,3 Beds,3 Baths,,"('1,420.84 Sqft', ' sqft')",Residential,"243,000 ",Mexico,point2homes
l_154028266,3 Beds,3 Baths,,,Residential,"201,000 ",Mexico,point2homes
l_157373359,3 Beds,3 Baths,,"('2,400.35 Sqft', ' sqft')",Condominium,"1,570,355 ",Mexico,point2homes
l_154299691,4 Beds,4 Baths,,"('2,658.69 Sqft', ' sqft')",Residential,"1,289,521.210454 ",Mexico,point2homes
l_142120166,1 Bed,1 Bath,,"('69 Sqft', ' sqft')",Residential,"195,000 ",Mexico,point2homes
l_158299157,4 Beds,4 Baths,,"('1,420.84 Sqft', ' sqft')",Condominium,"245,000 ",Mexico,point2homes
l_142119035,1 Bed,1 Bath,,"('731.95 Sqft', ' sqft')",Residential,"239,009 ",Mexico,point2homes
l_155790691,4 Beds,3 Baths,,"('10,309.99 Sqft', ' sqft')",Residential,"1,300,000 ",Mexico,point2homes
l_160078169,3 Beds,3 Baths,0.103 ac Lot Size,"('2,936.72 Sqft', ' sqft')",Residential,"435,000 ",Mexico,point2homes
l_158722466,7 Beds,8 Baths,0.48 ac Lot Size,"('11,937 Sqft', ' sqft')",Residential,"2,900,000 ",Mexico,point2homes
l_148110349,2 Beds,2 Baths,0.034 ac Lot Size,"('1,463.89 Sqft', ' sqft')",Condominium,"427,815 ",Mexico,point2homes
l_142119488,1 Bed,1 Bath,,"('387.5 Sqft', ' sqft')",Residential,"129,999 ",Mexico,point2homes
l_139033662,3 Beds,3 Baths,,"('2,992.37 Sqft', ' sqft')",Residential,"599,000 ",Mexico,point2homes
l_155593674,2 Beds,2 Baths,,"('968 Sqft', ' sqft')",Residential,"179,000 ",Mexico,point2homes
l_158519744,2 Beds,2 Baths,,"('645.83 Sqft', ' sqft')",Residential,"177,141 ",Mexico,point2homes
l_157290672,1 Bed,1 Bath,,"('549 Sqft', ' sqft')",Residential,"251,456.636038 ",Mexico,point2homes
l_155536822,2 Beds,2 Baths,,"('968 Sqft', ' sqft')",Residential,"139,000 ",Mexico,point2homes
l_143942297,3 Beds,3 Baths,0.11 ac Lot Size,"('1,565 Sqft', ' sqft')",Residential,"379,000 ",Mexico,point2homes
l_160034321,4 Beds,4 Baths,,"('3,300 Sqft', ' sqft')",Residential,"587,781.761044 ",Mexico,point2homes
l_140763920,2 Beds,2 Baths,,"('775.01 Sqft', ' sqft')",Residential,"158,000 ",Mexico,point2homes
l_160867614,2 Beds,2 Baths,,"('1,027.63 Sqft', ' sqft')",Condominium,"499,900 ",Mexico,point2homes
l_134194491,3 Beds,2 Baths,0.101 ac Lot Size,"('2,562 Sqft', ' sqft')",Residential,"440,000 ",Mexico,point2homes
l_146391382,,,0.425 ac Lot Size,,Lots and Land,"875,000 ",Mexico,point2homes
l_159420730,2 Beds,2 Baths,0.032 ac Lot Size,"('1,399.31 Sqft', ' sqft')",Condominium,"527,711 ",Mexico,point2homes
l_140244002,2 Beds,2 Baths,,"('1,517.71 Sqft', ' sqft')",Condominium,"749,000 ",Mexico,point2homes
l_156111422,1 Bed,2 Baths,,"('925 Sqft', ' sqft')",Condominium,"351,151 ",Mexico,point2homes
l_157791143,3 Beds,4 Baths,0.162 ac Lot Size,"('3,724.31 Sqft', ' sqft')",Residential,"353,824.150524 ",Mexico,point2homes
l_159633153,1 Bed,1 Bath,0.241 ac Lot Size,"('700 Sqft', ' sqft')",Residential,"365,000 ",Mexico,point2homes
l_134968680,2 Beds,2 Baths,,"('1,409 Sqft', ' sqft')",Residential,"399,000 ",Mexico,point2homes
l_153507511,2 Beds,2 Baths,,"('1,797.57 Sqft', ' sqft')",Condominium,"720,000 ",Mexico,point2homes
l_145414069,2 Beds,2 Baths,,"('1,726.53 Sqft', ' sqft')",Residential,"601,534 ",Mexico,point2homes
l_153248066,,,,,Residential,"778,000 ",Mexico,point2homes
l_153851549,1 Bed,1 Bath,,"('516.67 Sqft', ' sqft')",Residential,"159,947 ",Mexico,point2homes
l_157538079,2 Beds,3 Baths,,"('861.11 Sqft', ' sqft')",Condominium,"433,879 ",Mexico,point2homes
l_154530940,5 Beds,5 Baths,0.13 ac Lot Size,"('4,122 Sqft', ' sqft')",Residential,"699,000 ",Mexico,point2homes
l_157658882,1 Bed,1 Bath,0.025 ac Lot Size,"('1,022.57 Sqft', ' sqft')",Residential,"122,000 ",Mexico,point2homes
l_154077837,2 Beds,2 Baths,,"('763.05 Sqft', ' sqft')",Condominium,"217,811.748255 ",Mexico,point2homes
l_156109876,2 Beds,2 Baths,,"('1,337.95 Sqft', ' sqft')",Condominium,"499,612 ",Mexico,point2homes
l_159377698,3 Beds,2 Baths,0.074 ac Lot Size,"('1,829.86 Sqft', ' sqft')",Residential,"415,000 ",Mexico,point2homes
l_153851556,2 Beds,2 Baths,,"('818.06 Sqft', ' sqft')",Residential,"206,666 ",Mexico,point2homes
l_159709962,2 Beds,2 Baths,,"('2,639 Sqft', ' sqft')",Residential,"1,499,000 ",Mexico,point2homes
l_158466251,2 Beds,2 Baths,,"('1,173 Sqft', ' sqft')",Residential,"229,000 ",Mexico,point2homes
l_159733789,3 Beds,2 Baths,,"('3,938.36 Sqft', ' sqft')",Residential,"65,967.214505 ",Mexico,point2homes
